"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"TRDN-AS1",0.14512895909253,0.000945633390616568,0.00291497194528651,516,0.00980196872871552,0.86936813787932,0.924429312449283,284,0.135326990363814,0.135326990363814
"TP53RK",0.251820939788921,6.62644708062538e-09,4.03160605311372e-08,516,0.116495139705632,0.0498516059770327,0.130825809396465,284,0.135325800083289,0.135325800083289
"RNU6-173P",0.0417512730124294,0.343883777117059,0.485225944927901,516,0.17707650362959,0.00274727554647961,0.0145024719348383,284,-0.135325230617161,0.135325230617161
"LINC01910",0.17393903474073,7.13107773418597e-05,0.000264483710239182,516,0.0386138819386184,0.516917358876006,0.672930746975284,284,0.135325152802111,0.135325152802111
"OR10G3",0.0114012312917027,0.796124069443195,0.869093391182568,516,-0.123921238588427,0.0368701487029365,0.10488361756728,284,0.13532246988013,0.13532246988013
"IQCF1",-0.00618876797378409,0.888468638027665,0.930142361579333,516,-0.14151075530381,0.0170195783838238,0.0587057212525706,284,0.135321987330026,0.135321987330026
"NELFCD",0.14247934513031,0.00117355566810496,0.00356215857540794,516,0.0071635316829375,0.904331769676507,0.945565532611783,284,0.135315813447372,0.135315813447372
"FEZ2",0.464287305976726,5.9967505707627e-29,1.41327674798897e-27,516,0.328973431438548,1.36008555156871e-08,2.99170075569174e-07,284,0.135313874538178,0.135313874538178
"TECTB",0.252819515671022,5.74890781514943e-09,3.51816218595609e-08,516,0.117509125672768,0.0478808238329008,0.127178568928944,284,0.135310389998253,0.135310389998253
"FCF1P7",0.0399029947115218,0.365685886801457,0.507953513273037,516,-0.0954070601721682,0.108626108204555,0.230606355934445,284,0.13531005488369,0.13531005488369
"TRIM61",0.426264440860232,3.39777839157503e-24,6.23802077083084e-23,516,0.290969399001147,6.02962980301158e-07,9.92967540676716e-06,284,0.135295041859085,0.135295041859085
"UBTFL1",0.0319660284013143,0.468726447198114,0.607368238569333,516,-0.103323550661938,0.0821729295786216,0.189017022767884,284,0.135289579063253,0.135289579063253
"RPS29P32",-0.129814768950208,0.00313498154619405,0.00872921148097634,516,0.00546580388508745,0.926931784389184,0.959303908581117,284,-0.135280572835295,0.135280572835295
"WWC3-AS1",0.00038150713657045,0.993102246649326,0.995642349590536,516,-0.134897207876629,0.0229837720657851,0.0736636226325335,284,0.135278715013199,0.135278715013199
"PPARG",0.575717998932437,6.97531509219387e-47,3.50883815559327e-45,516,0.710992923824344,5.00236266579074e-45,1.10222601870105e-42,284,-0.135274924891907,0.135274924891907
"IGHVIII-2-1",-0.0682047365309414,0.121776776505008,0.216098884260364,516,0.067069256231715,0.259930574568242,0.424661837655346,284,-0.135273992762656,0.135273992762656
"AC103853.2",-0.214953182654638,8.27851395108932e-07,3.97401029581056e-06,516,-0.0796852268869178,0.180542340764029,0.330440147706167,284,-0.135267955767721,0.135267955767721
"AC073488.2",0.0455990219341251,0.301212627408759,0.439912164812518,516,0.180866248919351,0.00221452484053962,0.0122533879827717,284,-0.135267226985226,0.135267226985226
"ANOS1",0.31918091109504,1.10269525648674e-13,1.04745851242967e-12,516,0.183914796197681,0.0018563050055952,0.0106636243894579,284,0.13526611489736,0.13526611489736
"AL355997.1",0.0711049877144705,0.106674952267378,0.19382376663782,516,-0.0641524780345437,0.281275296370203,0.447596519092299,284,0.135257465749014,0.135257465749014
"MED15",0.0356305164379939,0.419284405888236,0.560544204781265,516,0.170884859089445,0.00387235481985614,0.0189639148189746,284,-0.135254342651451,0.135254342651451
"AC009950.1",0.26434615196416,1.06700229753169e-09,7.03994706725797e-09,516,0.129097345906974,0.0296224876842685,0.0891088570153084,284,0.135248806057186,0.135248806057186
"HNRNPA1P4",-0.104860841557367,0.0171826454145509,0.0403636403074432,516,0.0303837197012473,0.610125000431593,0.74661106957244,284,-0.135244561258615,0.135244561258615
"AP006219.1",-0.0619753120015776,0.159799606674555,0.268698218406882,516,0.073267706794119,0.21834575367797,0.377842969927407,284,-0.135243018795697,0.135243018795697
"AC008620.2",-0.117136569961067,0.00773201546445536,0.0198111966951672,516,0.018104206184899,0.761297927978795,0.854777404684846,284,-0.135240776145966,0.135240776145966
"RPS27AP16",0.0918490905476847,0.037000284381953,0.0790568124747876,516,0.227077248688336,0.000113180135029625,0.00105217732071368,284,-0.135228158140651,0.135228158140651
"AC006013.1",0.0579333410894257,0.188878267956655,0.306977450806703,516,-0.0772927290009424,0.19402658428804,0.347994532378556,284,0.135226070090368,0.135226070090368
"HNRNPA1P13",-0.0404150869599938,0.359560845485015,0.50159159704393,516,0.0948068984876221,0.110877653323089,0.233953412371426,284,-0.135221985447616,0.135221985447616
"RN7SL125P",-0.124342054632432,0.00467457471651839,0.0125503255696421,516,-0.259536581287075,9.39480341813053e-06,0.000118009046301198,284,0.135194526654642,0.135194526654642
"TVP23BP1",-0.159467981806227,0.000275906176785252,0.000933306337291955,516,-0.0242767196298856,0.683733140233548,0.800330716056434,284,-0.135191262176342,0.135191262176342
"LINC00265",0.0320783609765914,0.467164552024788,0.605747302050458,516,-0.103107392729073,0.0828189323476977,0.19011834380964,284,0.135185753705664,0.135185753705664
"GS1-24F4.2",-0.237368765321903,4.84003130552831e-08,2.68583701847347e-07,516,-0.102185572098489,0.0856199496103419,0.194817599081361,284,-0.135183193223413,0.135183193223413
"FAM138C",-0.0861275192963182,0.0505440117930587,0.103447145397289,516,-0.221309039049606,0.000170019402959838,0.00148948420703666,284,0.135181519753288,0.135181519753288
"TMED9",0.476184800900885,1.45742238893287e-30,3.74232946241849e-29,516,0.341009568663609,3.65239524219598e-09,8.71668197852045e-08,284,0.135175232237276,0.135175232237276
"AC005740.4",0.0193957304255418,0.660256433186491,0.770456015515855,516,-0.11575203144222,0.0513384860907948,0.133820452899697,284,0.135147761867762,0.135147761867762
"ERCC6L2",-0.0144291648727454,0.743675641049012,0.831456065836083,516,-0.149566096598187,0.0116151088866038,0.0440984778240168,284,0.135136931725442,0.135136931725442
"AC022509.3",0.476444098678036,1.34181354493337e-30,3.4501770126004e-29,516,0.341308180120335,3.53262905536553e-09,8.46639530098733e-08,284,0.1351359185577,0.1351359185577
"AL023284.2",0.0351908525930984,0.425049857649104,0.565953737842716,516,0.170324999991518,0.00399225563086917,0.0194224859309928,284,-0.13513414739842,0.13513414739842
"Z93022.1",0.108402637074885,0.0137500896720386,0.0330844329015731,516,-0.026724170806117,0.653822994739872,0.778904201784871,284,0.135126807881001,0.135126807881001
"FCHO2",0.111254209933134,0.0114408860500932,0.0281064185194961,516,0.246377502508074,2.6855009960337e-05,0.000298641159277237,284,-0.13512329257494,0.13512329257494
"RPS7P11",0.0181342620695373,0.681097440441332,0.786136434382267,516,0.153254733908379,0.00969275134638179,0.0385257204735052,284,-0.135120471838841,0.135120471838841
"AC079304.1",-0.0727932562623097,0.0985903012455357,0.18166898421998,516,-0.20791198635662,0.000420358907706434,0.00318323740312979,284,0.135118730094311,0.135118730094311
"FAM120C",0.148703884967064,0.000702583634780658,0.00221482433662914,516,0.013589964559535,0.819628657737258,0.892637666701704,284,0.135113920407529,0.135113920407529
"AC073358.1",0.177874062680855,4.84109972257731e-05,0.000183851135749993,516,0.0427667220664232,0.472838983513169,0.634631436425213,284,0.135107340614431,0.135107340614431
"AP003072.5",0.0401129931708432,0.363166320919282,0.505494834364642,516,-0.0949858705532895,0.110202425859099,0.233012999525332,284,0.135098863724133,0.135098863724133
"AC106791.2",-0.0265033033704925,0.548049952509735,0.678982667891848,516,0.108595011914403,0.0676378085381872,0.164035101789999,284,-0.135098315284896,0.135098315284896
"AC137932.2",-0.122502763607487,0.00532837091322566,0.0141449718636763,516,0.0125953805063535,0.832627150555964,0.901338035307534,284,-0.13509814411384,0.13509814411384
"RPL10P8",0.0574705419676015,0.192441247777902,0.311504585467247,516,0.192549655908642,0.00110956210780419,0.00704921621641178,284,-0.13507911394104,0.13507911394104
"RPL7P20",-0.0411384490561216,0.35101906127856,0.492778772134373,516,0.0939336694573542,0.114218891921534,0.238919511644235,284,-0.135072118513476,0.135072118513476
"SPCS2P2",0.0281373413575734,0.523647024995047,0.65779670890523,516,-0.10693197698402,0.0719768954499491,0.171705520459031,284,0.135069318341593,0.135069318341593
"CA5AP1",-0.0707587232475673,0.108396139635661,0.196401511455453,516,0.0642974038323317,0.280187591365293,0.446402964993532,284,-0.135056127079899,0.135056127079899
"RPL21P93",-0.0328453734271355,0.456577118607909,0.595972503518633,516,0.102209751552587,0.0855455181480487,0.19470279119511,284,-0.135055124979723,0.135055124979723
"AL008721.1",-0.264279346696121,1.07772356307768e-09,7.10570515894274e-09,516,-0.129225135969104,0.0294601958150767,0.0887427517854748,284,-0.135054210727017,0.135054210727017
"AL162727.1",0.203446248738666,3.17725450826704e-06,1.41305530173605e-05,516,0.0683964721719689,0.25059713714122,0.41445163506834,284,0.135049776566697,0.135049776566697
"TUBBP8",-0.0472089525313355,0.284449466347606,0.421378161311234,516,0.0878332446948806,0.139804624563608,0.276198550727784,284,-0.135042197226216,0.135042197226216
"AP001830.1",0.0919958307146467,0.0366980584033661,0.0785060785876681,516,0.227031671150204,0.000113549293954525,0.00105509157612403,284,-0.135035840435557,0.135035840435557
"GS1-124K5.4",-0.0284017382444994,0.519751374957327,0.654319410842028,516,0.106632579557688,0.0727816483528674,0.173123451317601,284,-0.135034317802188,0.135034317802188
"EMC3-AS1",-0.0503703261159989,0.253394132588272,0.386053775561479,516,-0.185389517690109,0.00170276596904174,0.00996282830466086,284,0.135019191574111,0.135019191574111
"STX2",0.215967697340663,7.32624419297799e-07,3.54268425756871e-06,516,0.0809504226399872,0.173697750448582,0.321366948678512,284,0.135017274700676,0.135017274700676
"AC074029.2",-0.0168571164129524,0.70244759082746,0.801866487227636,516,-0.151859875543863,0.0103837353782571,0.0405951852543265,284,0.135002759130911,0.135002759130911
"MYO19",0.0251278199741003,0.569016876252837,0.696949478408569,516,-0.10986963252455,0.0644590655002691,0.158315430552117,284,0.134997452498651,0.134997452498651
"ABHD10",-0.0683147356183449,0.121175103237208,0.215220485347832,516,0.0666762711287251,0.262739531292287,0.42789826605466,284,-0.13499100674707,0.13499100674707
"MTRF1",0.0852478005870226,0.0529552596915757,0.107696856220499,516,-0.0497308567791349,0.403774124138829,0.572113142968624,284,0.134978657366158,0.134978657366158
"AC035139.1",0.346905892734734,4.88126436316824e-16,5.55256892779363e-15,516,0.211929810826915,0.000322288465869472,0.0025428805978831,284,0.134976081907819,0.134976081907819
"RPS17P2",0.000423381166613793,0.992345174751452,0.995269796127551,516,0.135391238031476,0.0224829296778307,0.0724798449770512,284,-0.134967856864862,0.134967856864862
"GRAMD2B",0.340555594775501,1.77361658777644e-15,1.93498212939511e-14,516,0.20559189243701,0.000488954106444363,0.00361833676687701,284,0.134963702338491,0.134963702338491
"LINC00392",-0.0131560555070069,0.765599156505785,0.848095182958827,516,-0.148112306373204,0.012460698683183,0.0464898470001698,284,0.134956250866198,0.134956250866198
"POLDIP3",-0.0740549052699285,0.0928732128945387,0.173106132691876,516,0.0608978775011984,0.306453234979654,0.475250388796775,284,-0.134952782771127,0.134952782771127
"AC102953.1",0.248611217445115,1.04184281485619e-08,6.20307150653891e-08,516,0.113666270635336,0.0557102868772891,0.142165852543938,284,0.134944946809779,0.134944946809779
"HSD17B2",-0.00529687512898887,0.904458660178623,0.940359058417223,516,-0.140239375818002,0.0180480947268963,0.0613982060518733,284,0.134942500689013,0.134942500689013
"PDE6B-AS1",0.0814854014169389,0.0643740767298721,0.127321474985898,516,-0.0534564416139815,0.369434700591259,0.538955482714178,284,0.13494184303092,0.13494184303092
"AL035419.1",0.0501441568424101,0.255534424795638,0.388465963162821,516,-0.0847951839910892,0.154082170369214,0.295620716635641,284,0.134939340833499,0.134939340833499
"AC245407.2",0.124745208950006,0.00454132645654952,0.0122268645914088,516,-0.0101931282693371,0.864204505309106,0.921282369879844,284,0.134938337219343,0.134938337219343
"RPL27AP3",-0.0141752589574415,0.74803214627253,0.834806771668376,516,0.120748960793783,0.0420152770967785,0.115553191698,284,-0.134924219751224,0.134924219751224
"AC136604.2",-0.113258856110861,0.0100298988649545,0.024992237518422,516,0.0216605968641342,0.716258597073738,0.823281748684699,284,-0.134919452974995,0.134919452974995
"AC135352.1",-0.0155874808004672,0.723906834058166,0.81747568141489,516,-0.150505782228635,0.0110958745045243,0.0426408265465375,284,0.134918301428168,0.134918301428168
"KIAA1586",-0.147459932893056,0.000779686382884912,0.00243896469658074,516,-0.0125456119237143,0.833278818644675,0.901689050772104,284,-0.134914320969342,0.134914320969342
"RNU6-1196P",-0.0261737422986005,0.55303870274985,0.683431613699424,516,-0.16106057251711,0.00652719008206699,0.0285297325684564,284,0.134886830218509,0.134886830218509
"AL133481.3",-0.188609325244371,1.61231434705166e-05,6.5389654518842e-05,516,-0.0537242448602136,0.367037923826952,0.536596711637875,284,-0.134885080384158,0.134885080384158
"LINC02136",-0.147700890496591,0.000764165625182575,0.00239412569087621,516,-0.0128163578081196,0.829735068938092,0.899480915312598,284,-0.134884532688471,0.134884532688471
"PPA2",0.34499582909878,7.21801222366099e-16,8.11125380001657e-15,516,0.21011873734503,0.000363510765172792,0.00281460909541581,284,0.13487709175375,0.13487709175375
"RN7SKP51",-0.0799188101937051,0.0696922077678558,0.136190068804966,516,0.0549578215663447,0.356122617514333,0.525792996954496,284,-0.13487663176005,0.13487663176005
"MIR1537",0.0399909880361165,0.364628819742164,0.506983845431947,516,-0.0948849958692988,0.110582608310676,0.23348685623404,284,0.134875983905415,0.134875983905415
"AC073911.2",-0.151655902998651,0.00054699844225284,0.00175690749381994,516,-0.0167822007475393,0.778257005098622,0.865779565162736,284,-0.134873702251111,0.134873702251111
"HNRNPA1P60",-0.0318199640659775,0.470761657744026,0.609323577080811,516,0.103049260766163,0.082993360444529,0.190425445693984,284,-0.13486922483214,0.13486922483214
"AL136234.1",0.0449144656156949,0.308535334338564,0.447885637212381,516,-0.0899433490767832,0.130499870816041,0.262700306520903,284,0.134857814692478,0.134857814692478
"AC093334.1",0.0851798415686616,0.0531454527793139,0.108021436079452,516,-0.0496747381846955,0.404305496718424,0.572552098185212,284,0.134854579753357,0.134854579753357
"RRP36",0.317554825208105,1.4900238798251e-13,1.4010142975233e-12,516,0.182706205617563,0.00199145678938922,0.0112770530494271,284,0.134848619590542,0.134848619590542
"AC124283.5",-0.251606240497533,6.83142144210678e-09,4.1464900471264e-08,516,-0.116771206179799,0.0493084556365058,0.129838671824729,284,-0.134835034317734,0.134835034317734
"FRY-AS1",-0.268043874547059,6.10861620413506e-10,4.13123234751339e-09,516,-0.133209207835301,0.0247684572420504,0.0779388505628782,284,-0.134834666711758,0.134834666711758
"AL024507.2",-0.0503901194700166,0.253207417585911,0.38585255932793,516,0.0844303049281774,0.155868527599213,0.297950420273989,284,-0.134820424398194,0.134820424398194
"GBF1",-0.0828369656741235,0.0600585632244006,0.119940902008329,516,0.0519824919388004,0.382798719598209,0.551954081360498,284,-0.134819457612924,0.134819457612924
"SUGT1P1",-0.0325536427333668,0.460588085920485,0.599790940359964,516,0.102265269426807,0.0853748146707429,0.194460489091563,284,-0.134818912160174,0.134818912160174
"AMH",-0.231238384729868,1.0833856664339e-07,5.76339953691658e-07,516,-0.0964229617047791,0.104897057081953,0.224915622562322,284,-0.134815423025089,0.134815423025089
"AC011933.2",0.108451513173896,0.0137072850886664,0.0329940876025333,516,-0.0263590512130138,0.658251602818153,0.78229475095134,284,0.13481056438691,0.13481056438691
"AL161665.2",0.133765843067916,0.00232756471425562,0.00666070573188842,516,-0.00104457750257812,0.986017070827004,0.992090237918116,284,0.134810420570494,0.134810420570494
"AP002803.1",0.0247470984257599,0.574887111859175,0.701985341115723,516,-0.110058046173874,0.0639997618473652,0.157432213825141,284,0.134805144599634,0.134805144599634
